,DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location,year,age
4117,2061056-2-DCA,Business,12/31/2024,Active,11/17/2017,Tobacco Retail Dealer,GIFTS OF AMERICA INC,GIFT SHOP AT PARK LANE HOTEL,36,CENTRAL PARK S,,NEW YORK,NY,10019,917-396-0214,Manhattan,1.0,105.0,4.0,1035251.0,1012740011.0,MN17,11201.0,,-73.97479515741158,40.76505251825518,"(40.76505251825518, -73.97479515741158)",2017,7
4118,2098080-2-DCA,Business,12/31/2024,Active,03/16/2021,Tobacco Retail Dealer,SAMEE DELI GROCERY CORP,,2095,MADISON AVE,,NEW YORK,NY,10037,646-824-4079,Manhattan,1.0,111.0,9.0,1054327.0,1017560049.0,,,,-73.93723797998739,40.80995847986044,"(40.80995847986044, -73.93723797998739)",2021,3
4119,1079348-DCA,Business,12/31/2024,Active,11/12/2002,Tobacco Retail Dealer,"AL KIFI, AHMED M",LEBANON DELI GROCERY,638,E 169TH ST,,BRONX,NY,10456,718-542-6288,Bronx,2.0,203.0,16.0,2004306.0,2026150034.0,BX35,149.0,,-73.90078631763734,40.83097389398012,"(40.830973893980115, -73.90078631763734)",2002,22
4120,2054153-2-DCA,Business,12/31/2024,Active,06/08/2017,Tobacco Retail Dealer,EMPIRE STATE GOURMET DELI LLC,,5800,MOSHOLU AVE,,BRONX,NY,10471,347-843-0601,Bronx,2.0,208.0,11.0,2084820.0,2058512083.0,BX22,345.0,,-73.89740145583578,40.90528909369362,"(40.90528909369362, -73.89740145583578)",2017,7
4121,2047100-2-DCA,Business,12/31/2024,Active,01/06/2017,Tobacco Retail Dealer,MINI STAR CONVENIENCE CORP,,3611,BROADWAY,,NEW YORK,NY,10031,347-873-6162,Manhattan,1.0,109.0,7.0,1062439.0,1020950033.0,MN04,233.0,,-73.94881218918829,40.82868867158035,"(40.82868867158035, -73.94881218918829)",2017,7
4122,1185338-DCA,Business,12/31/2024,Active,11/24/2004,Tobacco Retail Dealer,K.A.N.Z. DELI GROCERY INC.,,510,CLARKSON AVE,,BROOKLYN,NY,11203,718-204-1565,Brooklyn,3.0,317.0,40.0,3337088.0,3048420009.0,BK91,816.0,,-73.94254397194058,40.65586800904536,"(40.65586800904536, -73.94254397194058)",2004,20
4123,2098172-2-DCA,Business,12/31/2024,Active,03/25/2021,Tobacco Retail Dealer,DAILY MARKET CORP,,632,10TH AVE,,NEW YORK,NY,10036,2122472173,Manhattan,1.0,104.0,3.0,1026428.0,1010540061.0,,,,-73.99416299062536,40.76140736479287,"(40.76140736479287, -73.99416299062536)",2021,3
4124,1392500-DCA,Business,12/31/2024,Active,05/18/2011,Tobacco Retail Dealer,"BAGGA GROCERY STORE, INC.",FIRST STOP GROCERY STORE,992,CONEY ISLAND AVE,,BROOKLYN,NY,11230,7184136566,Brooklyn,3.0,314.0,40.0,3128002.0,3054250082.0,BK42,482.0,,-73.96710595932527,40.63338688989128,"(40.63338688989128, -73.96710595932527)",2011,13
4125,1216138-DCA,Business,12/31/2024,Active,12/16/2005,Tobacco Retail Dealer,101 PARK NEWS LLC,,101,PARK AVE,,NEW YORK,NY,10178,2128181678,Manhattan,1.0,105.0,4.0,1036144.0,1012950001.0,MN20,80.0,,-73.9784854835433,40.75099194006214,"(40.75099194006214, -73.9784854835433)",2005,19
4126,1289272-DCA,Business,12/31/2024,Active,06/16/2008,Tobacco Retail Dealer,"YAFAI GROCERY STORE, INC.",,1769,PITMAN AVE,,BRONX,NY,10466,718-994-0656,Bronx,2.0,212.0,12.0,2070013.0,2050500077.0,BX62,436.0,,-73.8505900954524,40.89548889171567,"(40.895488891715665, -73.8505900954524)",2008,16
4127,1233204-DCA,Business,12/31/2024,Active,05/09/2007,Tobacco Retail Dealer,LIBERTY GROCERY CORP.,,556,COLUMBUS AVE,,NEW YORK,NY,10024,212-721-9040,Manhattan,1.0,107.0,6.0,1085083.0,1012170035.0,MN12,173.0,,-73.97176427661306,40.78706460814291,"(40.78706460814291, -73.97176427661306)",2007,17
4128,1226636-DCA,Business,12/31/2024,Active,05/11/2006,Tobacco Retail Dealer,"MAGAZINES ON MADISON, INC.",,1266,MADISON AVE,,NEW YORK,NY,10128,917-650-7029,Manhattan,1.0,108.0,4.0,1046983.0,1015020017.0,MN40,15002.0,,-73.95670423831221,40.78376625424808,"(40.78376625424808, -73.95670423831221)",2006,18
4129,1454328-DCA,Business,12/31/2024,Active,01/18/2013,Tobacco Retail Dealer,BEST GOURMET DELI GROCERY INC.,,896,AMSTERDAM AVE,,NEW YORK,NY,10025,917-803-2576,Manhattan,1.0,107.0,7.0,1056566.0,1018750036.0,MN12,191.0,,-73.96677852283118,40.79899462078471,"(40.79899462078471, -73.96677852283118)",2013,11
4130,2063880-2-DCA,Business,12/31/2024,Active,12/26/2017,Tobacco Retail Dealer,JASAA GROUP INC.,7 Eleven Store #35670B,1683,1ST AVE,,NEW YORK,NY,10128,2122892304,Manhattan,1.0,108.0,5.0,1050051.0,1015500024.0,MN32,14602.0,,-73.94869603135945,40.77782335950886,"(40.77782335950886, -73.94869603135945)",2017,7
4131,1189990-DCA,Business,12/31/2024,Active,03/01/2005,Tobacco Retail Dealer,BHAVATI CORP.,,1583,UNIONPORT RD,,BRONX,NY,10462,718-878-3040,Bronx,2.0,209.0,18.0,2096612.0,2039377501.0,BX46,21602.0,,-73.8620379744776,40.83978300899524,"(40.83978300899524, -73.8620379744776)",2005,19
4132,2103252-2-DCA,Business,12/31/2024,Active,12/28/2021,Tobacco Retail Dealer,SGU INC,HEAVENLY MARKET & DELI,77,3RD AVE,,NEW YORK,NY,10003,2122600060,Manhattan,1.0,103.0,2.0,1006826.0,1004670001.0,,,,-73.98835644903572,40.73166482374784,"(40.73166482374784, -73.98835644903572)",2021,3
4133,2064274-2-DCA,Business,12/31/2024,Active,01/02/2018,Tobacco Retail Dealer,FINEST DELI AND SMOKE SHOP CORP.,,533,OCEAN AVE,,BROOKLYN,NY,11226,646-643-0979,Brooklyn,3.0,314.0,40.0,3117155.0,3051010093.0,BK42,51002.0,,-73.96091754278237,40.64965055338781,"(40.64965055338781, -73.96091754278237)",2018,6
4134,1070210-DCA,Business,12/31/2024,Active,01/04/2001,Tobacco Retail Dealer,MIDDLE VILLAGE CARDS LLC,,7924,ELIOT AVE,,MIDDLE VILLAGE,NY,11379,718-458-4292,Queens,4.0,405.0,30.0,4067444.0,4029370006.0,QN21,671.0,,-73.87952480300793,40.72485028410869,"(40.72485028410869, -73.87952480300793)",2001,23
4135,2097972-2-DCA,Business,12/31/2024,Active,03/09/2021,Tobacco Retail Dealer,FRESH 1 DELI AND GRILL INC,,3402,31ST AVE,,ASTORIA,NY,11106,9172540515,Queens,4.0,401.0,22.0,4008962.0,4006240038.0,,,,-73.9209546566353,40.763131541524025,"(40.763131541524025, -73.9209546566353)",2021,3
4136,2088474-2-DCA,Business,12/31/2024,Active,07/19/2019,Tobacco Retail Dealer,LA VEGA FOOD CORP,,70,E 183RD ST,,BRONX,NY,10453,347-297-4036,Bronx,2.0,205.0,14.0,2013992.0,2031820031.0,BX40,239.0,,-73.90238685930852,40.85824668210038,"(40.85824668210038, -73.90238685930852)",2019,5
4137,2057133-2-DCA,Business,12/31/2024,Active,08/16/2017,Tobacco Retail Dealer,SAHARA DELI MARKET CORP,,2123,ALBEMARLE RD,,BROOKLYN,NY,11226,3475290064,Brooklyn,3.0,314.0,40.0,,,BK42,51002.0,,-73.95865576107256,40.64745393563389,"(40.64745393563389, -73.95865576107256)",2017,7
4138,1283120-DCA,Business,12/31/2024,Active,04/28/2008,Tobacco Retail Dealer,SUSY GROCERY CORP.,,769,LIBERTY AVE,,BROOKLYN,NY,11208,3474053349,Brooklyn,3.0,305.0,37.0,3088415.0,3039730001.0,BK82,1168.0,,-73.8812341756695,40.67667039370105,"(40.67667039370105, -73.8812341756695)",2008,16
4139,1068374-DCA,Business,12/31/2024,Active,12/05/2000,Tobacco Retail Dealer,"SHAH, JYOTEE HARESH",,S/W/C,3 AVENUE,EAST   53 STREET,NEW YORK,NY,10022,7182753049,Manhattan,1.0,106.0,4.0,,,,,,-73.96939440358301,40.7577007875497,"(40.7577007875497, -73.96939440358301)",2000,24
4140,2091380-2-DCA,Business,12/31/2024,Active,10/11/2019,Tobacco Retail Dealer,LA FORTUNA FOOD DELI CORP 1,,481,WALES AVE,,BRONX,NY,10455,646-545-1611,Bronx,2.0,201.0,8.0,2003901.0,2025770048.0,BX39,35.0,,-73.9079290803259,40.81097355989611,"(40.81097355989611, -73.9079290803259)",2019,5
4141,2022017-2-DCA,Business,12/31/2024,Active,05/01/2015,Tobacco Retail Dealer,IZZY GROCERY INC,,291,E GUN HILL RD,,BRONX,NY,10467,718-798-0645,Bronx,2.0,207.0,11.0,2018623.0,2033560001.0,BX43,431.0,,-73.87472119690669,40.87924708837771,"(40.87924708837771, -73.87472119690669)",2015,9
4142,1395406-DCA,Business,12/31/2024,Active,06/08/2011,Tobacco Retail Dealer,ABDO GROCERY CORP,,16B,E GUN HILL RD,,BRONX,NY,10467,7182317265,Bronx,2.0,207.0,11.0,2017776.0,2033270117.0,BX43,421.0,,-73.8808376541381,40.88244564200138,"(40.88244564200138, -73.8808376541381)",2011,13
4143,1157122-DCA,Business,12/31/2024,Active,12/19/2008,Tobacco Retail Dealer,"SON'S FREEDOM MARKET, INC.",,1043,LEXINGTON AVE,,NEW YORK,NY,10021,212-734-1093,Manhattan,1.0,108.0,4.0,1043080.0,1014090020.0,MN40,128.0,,-73.9610190190448,40.77203130064228,"(40.77203130064228, -73.9610190190448)",2008,16
4144,2050059-2-DCA,Business,12/31/2024,Active,03/24/2017,Tobacco Retail Dealer,CAMPUS DELI AND GRILL CORP.,,1606,AMSTERDAM AVE,,NEW YORK,NY,10031,212-862-6600,Manhattan,1.0,109.0,7.0,1061735.0,1020710029.0,MN04,225.0,,-73.9502845436756,40.82159147969018,"(40.821591479690184, -73.9502845436756)",2017,7
4145,1415494-DCA,Business,12/31/2024,Active,12/12/2011,Tobacco Retail Dealer,351 BOWERY STREET INC,7-ELEVEN STORE 35308A,351,BOWERY,,NEW YORK,NY,10003,5103647332,Manhattan,1.0,103.0,2.0,1006566.0,1004597502.0,MN22,38.0,,-73.99168741056012,40.72665867795149,"(40.72665867795149, -73.99168741056012)",2011,13
4146,2051366-2-DCA,Business,12/31/2024,Active,04/18/2017,Tobacco Retail Dealer,"EZ GROCERY, INC.",,4021,7TH AVE,,BROOKLYN,NY,11232,718-853-1320,Brooklyn,3.0,307.0,38.0,3018062.0,3009190001.0,BK34,90.0,,-74.0002450471573,40.64787857403827,"(40.64787857403827, -74.0002450471573)",2017,7
4147,2032230-2-DCA,Business,12/31/2024,Active,01/07/2016,Tobacco Retail Dealer,EAST AVE EXPRESS CORP,,1444,EAST AVE,,BRONX,NY,10462,929-247-8288,Bronx,2.0,209.0,18.0,2096682.0,2039387501.0,BX46,212.0,,-73.86036498816419,40.83619091079473,"(40.83619091079473, -73.86036498816419)",2016,8
4148,2017356-2-DCA,Business,12/31/2024,Active,01/15/2015,Tobacco Retail Dealer,87TH ROAD MINI MARKET INC.,,14403,87TH RD,,JAMAICA,NY,11435,718-206-1145,Queens,4.0,408.0,24.0,4207354.0,4097030001.0,QN35,232.0,,-73.81161412280261,40.70606459083069,"(40.70606459083069, -73.81161412280261)",2015,9
4149,2099563-2-DCA,Business,12/31/2024,Active,06/21/2021,Tobacco Retail Dealer,192 STATION MART CORP,,3921,192ND ST,,FLUSHING,NY,11358,7187467285,Queens,4.0,411.0,19.0,4000000.0,4053250040.0,,,,-73.78988936881053,40.76132844632704,"(40.76132844632704, -73.78988936881053)",2021,3
4150,1400862-DCA,Business,12/31/2024,Active,07/22/2011,Tobacco Retail Dealer,SHINING STAR DELI GROCERY CORP.,,3489A,BOSTON RD,,BRONX,NY,10469,718-654-9649,Bronx,2.0,212.0,12.0,2060215.0,2047220035.0,BX03,386.0,,-73.84687121759686,40.87688050642552,"(40.876880506425515, -73.84687121759686)",2011,13
4151,2081959-2-DCA,Business,12/31/2024,Active,02/05/2019,Tobacco Retail Dealer,GORKHA CAFE AND DELI INC,,8616,QUEENS BLVD,,ELMHURST,NY,11373,7186518898,Queens,4.0,404.0,25.0,4064657.0,4028510029.0,QN29,475.0,,-73.87708272644375,40.73636745171748,"(40.73636745171748, -73.87708272644375)",2019,5
4152,2022285-2-DCA,Business,12/31/2024,Active,05/06/2015,Tobacco Retail Dealer,"HENRIQUEZ, RUBEN",VALERIE GROCERY,237,IRVING AVE,,BROOKLYN,NY,11237,718-628-6944,Brooklyn,3.0,304.0,37.0,3075139.0,3032900001.0,BK77,443.0,,-73.91717344071574,40.70061981717157,"(40.70061981717157, -73.91717344071574)",2015,9
4153,1406944-DCA,Business,12/31/2024,Active,09/08/2011,Tobacco Retail Dealer,RIVERDALE DELI & GROCERY INC.,,5991,BROADWAY,,BRONX,NY,10471,347-603-2398,Bronx,2.0,208.0,11.0,2084207.0,2058011030.0,BX29,285.0,,-73.89801093214732,40.89002371083003,"(40.89002371083003, -73.89801093214732)",2011,13
4154,1190316-DCA,Business,12/31/2024,Active,07/09/2007,Tobacco Retail Dealer,PATEL ENTERPRISES LLC,,1370,PENNSYLVANIA AVE,,BROOKLYN,NY,11239,7186426636,Brooklyn,3.0,305.0,42.0,3345673.0,3044520015.0,BK93,105804.0,,-73.8818906975836,40.64795791052264,"(40.64795791052264, -73.8818906975836)",2007,17
4155,1041668-DCA,Business,12/31/2024,Active,09/20/2000,Tobacco Retail Dealer,MIGUEL SANTIAGO,SANTIAGO GROCERY,15,W TREMONT AVE,,BRONX,NY,10453,718-901-2635,Bronx,2.0,205.0,14.0,2008637.0,2028700061.0,BX36,243.0,,-73.91001942637719,40.85199496413383,"(40.85199496413383, -73.91001942637719)",2000,24
4156,2056726-2-DCA,Business,12/31/2024,Active,08/07/2017,Tobacco Retail Dealer,LOS CATRACHOS DELI CORP,,948,DUMONT AVE,,BROOKLYN,NY,11207,3474947767,Brooklyn,3.0,305.0,42.0,3090534.0,3040800023.0,BK82,1120.0,,-73.88347387478976,40.66791684137702,"(40.66791684137702, -73.88347387478976)",2017,7
4157,2029703-2-DCA,Business,12/31/2024,Active,10/21/2015,Tobacco Retail Dealer,STOP 1 DELI GOURMET CORP.,,320,LAFAYETTE AVE,,BROOKLYN,NY,11238,347-307-3236,Brooklyn,3.0,302.0,35.0,3055567.0,3019480001.0,BK69,231.0,,-73.96240916641868,40.688596691502696,"(40.688596691502696, -73.96240916641868)",2015,9
4158,1473428-DCA,Business,12/31/2024,Active,09/20/2013,Tobacco Retail Dealer,KJY FRUIT MARKET INC.,,137,DREISER LOOP,,BRONX,NY,10475,718-671-7418,Bronx,2.0,210.0,12.0,2097469.0,2051410500.0,BX13,46201.0,,-73.8290213939337,40.875859116898695,"(40.875859116898695, -73.8290213939337)",2013,11
4159,1159182-DCA,Business,12/31/2024,Active,01/23/2004,Tobacco Retail Dealer,"J & J NEWS, INC.",,55,E 52ND ST,,NEW YORK,NY,10055,212-888-3240,Manhattan,1.0,105.0,4.0,1083869.0,1012880027.0,MN17,102.0,,-73.97416579672131,40.75890415448352,"(40.758904154483524, -73.97416579672131)",2004,20
4160,1458678-DCA,Business,12/31/2024,Active,02/28/2013,Tobacco Retail Dealer,952 FOOD CORP,,952,4TH AVE,,BROOKLYN,NY,11232,718-965-7449,Brooklyn,3.0,307.0,38.0,3337060.0,3006960031.0,BK32,84.0,,-74.00451578429833,40.65423265728589,"(40.65423265728589, -74.00451578429833)",2013,11
4161,2058308-2-DCA,Business,12/31/2024,Active,09/15/2017,Tobacco Retail Dealer,K.A.H MANAGEMENT INC,,1568,BROADWAY,,NEW YORK,NY,10036,917-396-0214,Manhattan,1.0,105.0,4.0,1000000.0,1009997501.0,MN17,125.0,,-73.98470952484823,40.75905425264407,"(40.75905425264407, -73.98470952484823)",2017,7
4162,2083831-2-DCA,Business,12/31/2024,Active,03/28/2019,Tobacco Retail Dealer,LIBERTY AVE GRILL & GROCERY CORP,,7610,LIBERTY AVE,,OZONE PARK,NY,11417,,Queens,4.0,410.0,32.0,4189703.0,4091240080.0,QN56,4401.0,,-73.86124166816637,40.679222620841706,"(40.679222620841706, -73.86124166816637)",2019,5
4163,1305632-DCA,Business,12/31/2024,Active,12/08/2008,Tobacco Retail Dealer,"PAULINO, FRANKLYN M",TU ESQUINA GROCERY,10321,MARTENSE AVE,,CORONA,NY,11368,718-271-3313,Queens,4.0,404.0,21.0,4047853.0,4019440018.0,QN25,439.0,,-73.856231421311,40.74055925327748,"(40.74055925327748, -73.856231421311)",2008,16
4164,2062953-2-DCA,Business,12/31/2024,Active,12/11/2017,Tobacco Retail Dealer,DEMARIE LLC,Davidoff of Geneva,156,BROADWAY,,BROOKLYN,NY,11211,,Brooklyn,3.0,301.0,34.0,3059531.0,3021327506.0,BK73,549.0,,-73.96301019953431,40.71015428452948,"(40.71015428452948, -73.96301019953431)",2017,7
4165,1202736-DCA,Business,12/31/2024,Active,07/01/2005,Tobacco Retail Dealer,"1102 8TH AVE. FOOD OF NY, CORP.",,1102,8TH AVE,,BROOKLYN,NY,11215,718-768-4070,Brooklyn,3.0,306.0,39.0,3026290.0,3010960038.0,BK37,151.0,,-73.98031205496004,40.66445811127056,"(40.66445811127056, -73.98031205496004)",2005,19
4166,2018394-2-DCA,Business,12/31/2024,Active,02/17/2015,Tobacco Retail Dealer,844 DELI GROCERY INC,,844,AMSTERDAM AVE,,NEW YORK,NY,10025,212-866-1439,Manhattan,1.0,107.0,7.0,1056509.0,1018730030.0,MN12,187.0,,-73.96790976981946,40.79744142527132,"(40.79744142527132, -73.96790976981946)",2015,9
4167,1068744-DCA,Business,12/31/2024,Active,12/28/2000,Tobacco Retail Dealer,RODRIGUEZ GROCERY LLC,,127,GRAND ST,,BROOKLYN,NY,11211,718-599-0393,Brooklyn,3.0,301.0,34.0,3062610.0,3023800001.0,BK73,553.0,,-73.96254937469736,40.71502334345982,"(40.71502334345982, -73.96254937469736)",2000,24
4168,2053624-2-DCA,Business,12/31/2024,Active,05/30/2017,Tobacco Retail Dealer,WHITESTONE MART INC,FOOD MART,1746,CLINTONVILLE ST,,WHITESTONE,NY,11357,718-767-2699,Queens,4.0,407.0,19.0,4107343.0,4047300004.0,QN49,1029.0,,-73.8081723096779,40.78284620672066,"(40.78284620672066, -73.8081723096779)",2017,7
4169,1292230-DCA,Business,12/31/2024,Active,07/14/2008,Tobacco Retail Dealer,R & A FOOD INC,7-ELEVEN,345,W 42ND ST,,NEW YORK,NY,10036,732-277-3953,Manhattan,1.0,104.0,3.0,1085966.0,1010330009.0,MN15,121.0,,-73.99110599187078,40.7577950864078,"(40.7577950864078, -73.99110599187078)",2008,16
4170,2048207-2-DCA,Business,12/31/2024,Active,02/08/2017,Tobacco Retail Dealer,BAEZ DELI GROCERY CORP.,,751,HOME ST,,BRONX,NY,10456,9175772146,Bronx,2.0,203.0,17.0,2004736.0,2026620046.0,BX35,135.0,,-73.90183118276158,40.82815322067226,"(40.82815322067226, -73.90183118276158)",2017,7
4171,1211068-DCA,Business,12/31/2024,Active,09/27/2005,Tobacco Retail Dealer,AR CONVENIENCE STORE INC.,,9257,4TH AVE,,BROOKLYN,NY,11209,718-759-1701,Brooklyn,3.0,310.0,43.0,3155312.0,3061080005.0,BK31,58.0,,-74.03056645953856,40.61735246642517,"(40.61735246642517, -74.03056645953856)",2005,19
4172,1220124-DCA,Business,12/31/2024,Active,03/01/2006,Tobacco Retail Dealer,"PARK SLOPE CANDY SHOP, INC.",,95,7TH AVE,,BROOKLYN,NY,11215,718-783-8100,Brooklyn,3.0,306.0,39.0,3024629.0,3010650001.0,BK37,157.0,,-73.97558652895715,40.674269782615184,"(40.674269782615184, -73.97558652895715)",2006,18
4173,1049624-DCA,Business,12/31/2024,Active,11/09/2000,Tobacco Retail Dealer,"ALTHOLTZ, JILL R.",,N/E/C,WEST   34 STREET,7 AVENUE,NEW YORK,NY,10001,973-770-2596,Manhattan,1.0,105.0,3.0,,,,,,-73.99062326583427,40.75099082290243,"(40.75099082290243, -73.99062326583427)",2000,24
4174,2057736-2-DCA,Business,12/31/2024,Active,08/31/2017,Tobacco Retail Dealer,79 GOURMET DELI INC,YORK DELI,1492,YORK AVE,,NEW YORK,NY,10075,917-463-9338,Manhattan,1.0,108.0,5.0,1085202.0,1014900001.0,MN31,132.0,,-73.95052069174517,40.77125050944324,"(40.77125050944324, -73.95052069174517)",2017,7
4175,1341590-DCA,Business,12/31/2024,Active,12/28/2009,Tobacco Retail Dealer,"WHITE PLAINS MEGA DELI, CORP.",,4759,WHITE PLAINS RD,,BRONX,NY,10470,718-924-3263,Bronx,2.0,212.0,11.0,2100095.0,2051070010.0,BX62,414.0,,-73.84963201294269,40.90488818754102,"(40.90488818754102, -73.84963201294269)",2009,15
4176,1381182-DCA,Business,12/31/2024,Active,01/24/2011,Tobacco Retail Dealer,MY DELI FOOD MARKET INC,,109,PARK AVE,,BROOKLYN,NY,11205,718-834-0544,Brooklyn,3.0,302.0,35.0,3345668.0,3020290058.0,BK68,211.0,,-73.97529356636836,40.696304745770895,"(40.696304745770895, -73.97529356636836)",2011,13
4177,2019011-2-DCA,Business,12/31/2024,Active,03/04/2015,Tobacco Retail Dealer,EASY STUYVESANT DELI CORP,,186,STUYVESANT AVE,,BROOKLYN,NY,11221,347-307-6417,Brooklyn,3.0,303.0,36.0,3044498.0,3016300040.0,BK35,293.0,,-73.93324487661961,40.68888539402074,"(40.68888539402074, -73.93324487661961)",2015,9
4178,2021020-2-DCA,Business,12/31/2024,Active,04/14/2015,Tobacco Retail Dealer,NEW MIDTOWN DELI & GROCERY INC.,,3502,BRADLEY AVE,,LONG ISLAND CITY,NY,11101,718-937-9100,Queens,4.0,402.0,26.0,4003625.0,4003040010.0,QN31,199.0,,-73.93513529780468,40.73609090127962,"(40.73609090127962, -73.93513529780468)",2015,9
4179,2031809-2-DCA,Business,12/31/2024,Active,12/29/2015,Tobacco Retail Dealer,2ND AVE GROCERY & SMOKE SHOP INC.,,455,2ND AVE,,NEW YORK,NY,10010,917-348-6375,Manhattan,1.0,106.0,2.0,1082139.0,1009060031.0,MN20,66.0,,-73.97968000906053,40.739565764401256,"(40.739565764401256, -73.97968000906053)",2015,9
4180,1235588-DCA,Business,12/31/2024,Active,08/10/2006,Tobacco Retail Dealer,LEX34 FRUIT & VEGETABLE CORP.,,136,E 34TH ST,,NEW YORK,NY,10016,2127254200,Manhattan,1.0,106.0,2.0,1018510.0,1008890063.0,MN20,72.0,,-73.97949029049329,40.74629585903773,"(40.74629585903773, -73.97949029049329)",2006,18
4181,2101892-2-DCA,Business,12/31/2024,Active,10/01/2021,Tobacco Retail Dealer,AYHAM DELI INC,,375,ROCKAWAY AVE,,BROOKLYN,NY,11212,3477553160,Brooklyn,3.0,316.0,41.0,3080679.0,3034890172.0,,,,-73.91098859886256,40.67069443330546,"(40.67069443330546, -73.91098859886256)",2021,3
4182,2059097-2-DCA,Business,12/31/2024,Active,10/06/2017,Tobacco Retail Dealer,LOBBY GIFT SHOP 2 INC.,,155,W 55TH ST,,NEW YORK,NY,10019,917-396-0214,Manhattan,1.0,105.0,4.0,1083722.0,1010080001.0,MN17,137.0,,-73.98028264848207,40.76393922284499,"(40.76393922284499, -73.98028264848207)",2017,7
4183,2102937-2-DCA,Business,12/31/2024,Active,12/03/2021,Tobacco Retail Dealer,215 FINEST DELI & GRILL CORP,,215,4TH AVE,,BROOKLYN,NY,11215,347-863-7280,Brooklyn,3.0,306.0,39.0,3020043.0,3009550006.0,,,,-73.9831347699675,40.67726019631263,"(40.67726019631263, -73.9831347699675)",2021,3
4184,2017917-2-DCA,Business,12/31/2024,Active,02/03/2015,Tobacco Retail Dealer,ZARA SMOKE SHOP INC,,580,8TH AVE,SOUTH STORE,NEW YORK,NY,10018,212-221-8090,Manhattan,1.0,105.0,3.0,1014471.0,1007880004.0,MN17,113.0,,-73.99144204826116,40.75495155587157,"(40.75495155587157, -73.99144204826116)",2015,9
4185,2031415-2-DCA,Business,12/31/2024,Active,12/15/2015,Tobacco Retail Dealer,MORONTA'S SUPERMARKET CORP,,3294,HULL AVE,,BRONX,NY,10467,718-655-4772,Bronx,2.0,207.0,11.0,2018473.0,2033510033.0,BX43,42902.0,,-73.8746649374504,40.87648037643658,"(40.87648037643658, -73.8746649374504)",2015,9
4186,2102719-2-DCA,Business,12/31/2024,Active,11/19/2021,Tobacco Retail Dealer,"MONCION DELI GROCERY, CORP",,9503,101ST AVE,,OZONE PARK,NY,11416,3476660476,Queens,4.0,409.0,32.0,4188607.0,4090690044.0,,,,-73.84575212649331,40.68434386562339,"(40.68434386562339, -73.84575212649331)",2021,3
4187,2102847-2-DCA,Business,12/31/2024,Active,11/29/2021,Tobacco Retail Dealer,GOURMET DELI GROCERY 3 CORP,,1098,CLARKSON AVE,,BROOKLYN,NY,11212,7188642437,Brooklyn,3.0,317.0,41.0,3101182.0,3046490006.0,,,,-73.92188787898715,40.65995653952942,"(40.65995653952942, -73.92188787898715)",2021,3
4188,2098905-2-DCA,Business,12/31/2024,Active,05/25/2021,Tobacco Retail Dealer,RALPH DELI GROCERY CORP I,,146,RALPH AVE,,BROOKLYN,NY,11233,,Brooklyn,3.0,303.0,41.0,3046321.0,3016630056.0,,,,-73.9231349523254,40.68498974349717,"(40.68498974349717, -73.9231349523254)",2021,3
4189,2048498-2-DCA,Business,12/31/2024,Active,02/16/2017,Tobacco Retail Dealer,MR. DELI & GRILL LLC,,1185,DEKALB AVE,,BROOKLYN,NY,11221,347-756-3258,Brooklyn,3.0,304.0,34.0,3073460.0,3032300024.0,BK78,393.0,,-73.92866253429195,40.69497603414965,"(40.694976034149654, -73.92866253429195)",2017,7
4190,1466322-DCA,Business,12/31/2024,Active,05/31/2013,Tobacco Retail Dealer,135 W 3RD ST RETAIL CORP.,7 ELEVEN STORE #36799A,135,W 3RD ST,,NEW YORK,NY,10012,212-598-3029,Manhattan,1.0,102.0,1.0,1008769.0,1005437501.0,MN23,65.0,,-74.00091285447883,40.73082825854355,"(40.73082825854355, -74.00091285447883)",2013,11
4191,1365657-DCA,Business,12/31/2023,Active,08/06/2010,Tobacco Retail Dealer,"STEINWAY DELI MART, INC.",,2079,STEINWAY ST,,ASTORIA,NY,11105,718-606-0031,Queens,4.0,401.0,22.0,4015590.0,4007990001.0,QN72,12301.0,,-73.90348379696734,40.77495081126683,"(40.77495081126683, -73.90348379696734)",2010,14
4192,2098591-2-DCA,Business,12/31/2024,Active,05/05/2021,Tobacco Retail Dealer,LUCERO DELI GROCERY CORP,,5401,6TH AVE,,BROOKLYN,NY,11220,718-853-6155,Brooklyn,3.0,307.0,38.0,3014722.0,3008250010.0,,,,-74.01052520230708,40.64144706245855,"(40.641447062458546, -74.01052520230708)",2021,3
